"cloth_name","color_code","small_type","price","image_url","big_type","cloth_code","cloth_describe"
"テレビでも話題！体温アップ冷え防止に腹巻き EMはらまき レギュラー丈(夏用 腹巻 レディース メンズ 子供用にも)","null","下着、靴下、部屋着","1620","http://item.shopping.c.yimg.jp/i/g/sancyokubin_t3086-1","レディースファッション","0525","最短翌日配達のネコボス発送が送料無料！  ■商品情報■ ・日本製：株式会社トータス(徳島県海陽町) ・良質コットン58％ EMポリエステル（特許3130484）38％ ポリウレタン4％ ・サイズ：S〜LL ・レディース・メンズ・マタニティ・キッズ  夏サラサラ冬ポカポカ やわらか腹巻き 締めつけない おなかを守る安心感♪  「着けてるのに気付かれない」とアウターに響かない薄さがレビューで絶賛！ 選りすぐった素材と縫製で、累計30万枚も1枚1枚手作業で仕上げた日本製『腹巻き』だからランキング1位になりました！  他の洋服と一緒に洗っても色落ちしないから当店スタッフも毎日愛用してます♪  ※自宅で洗濯脱水乾燥OK 色落ちしません  -+- 申年 赤 肌着 春 夏 秋 冬 腹巻き レディース メンズ 腹巻 はらまき ハラマキ EM 女性用 男性用 防寒対策 あったか 人気 ランキング1位 あったか 夏用 レディース 女性 母 腹巻き メンズ 男性 はらまき ハラマキ 日本製 寝冷え 冷え対策 防寒対策 赤い 還暦祝い あすつく対応 +-+"
"プレーン ストッキング 簡易包装 黒 ベージュ","null","下着、靴下、部屋着","158","http://item.shopping.c.yimg.jp/i/g/bisokuhanamai_mm-213-1p","レディースファッション","0526","日本製の激安プレーンストッキング。 商品がビニール袋に入っただけの簡易パッケージです。 ご注意ください。  素材：　ナイロン・ポリウレタン サイズ： 　M-L　ヒップ: 85cm〜98cm　身長: 150cm〜165cm 　L-LL　ヒップ: 90cm〜103cm　身長: 155cm〜170cm  カラー：　ブラック / ピュアベージュ 　　　　　ヌーディベージュ / サニーブラウン 生産国：　日本 "
"2点でメール便2送料無料 代引き不可ブラ＆ショーツセット ブラジャー ショーツ セット 下着","null","下着、靴下、部屋着","850","http://item.shopping.c.yimg.jp/i/g/neutral-store_c-buraset-001-3","レディースファッション","0527","バストトップを高く上げることで綺麗な谷間に。脇肉をしっかりカップに吸収しバストの方へ寄せることで脇肉はすっきりバストはアップ。U字型のバックストラップが背中のぜい肉をキャッチし綺麗な後ろ姿を演出。 素材 : ポリエステル サイズ : 32/70AB（上薄下厚パッド内臓）→アンダー 68〜72cm、トップ 80〜84cm - 38/85CD（パッドなし）→アンダー 83〜87cm、トップ 99〜98cm  【ご使用上の注意】 モデル着用の商品は、サンプル品の為、実際の商品と仕様が異なる場合がございます。 本製品は生産過程におきまして、生地を織る際の糸の継ぎ目や多少のほつれが生じることがありまが、 品質上は問題ありません。また、生地の織りに他繊維が混紡している場合もございます。 色落ちの恐れがございますので、他のものとは分けて洗濯してください。 ◆タンブラー乾燥はお避け下さい。 着用に問題のない製法のほつれ、商品の性格上、開封された商品・一度でも着用されました商品の返品・交換は一切お受け致しません。ご了承下さい。またその他の返品・交換につきましては当社規定でご対応させて頂きます。"
"(トリンプ)Triumph ミークローゼット me closet 憧れくっきりバスト 003 3/4カップブラジャー CD ソルフェージュ","null","下着、靴下、部屋着","999","http://item.shopping.c.yimg.jp/i/g/shirohato_05166643cd","レディースファッション","0528","□素材 ポリエステル、ナイロン、その他 □サイズ C65、C70、C75、C80、D65、D70、D75、D80 □商品仕様 ・ホックの数：2段3列 ・3/4カップ ・カップの深さ：普通 ・パッド取外し：可能 ・肩紐取外し：不可 ・ミディアムワイヤー：入り ・サイドボーン：あり 130806　ランジェリー　下着　Triumph　ブラジャー　ソルフェージュ　トリンプ　フェミニン　ガール　乙女　キュート　メーカー　有名　ふんわり ws16_27 tdm 7-sa □商品説明 ミニバラとアンティークレースを思わせる繊細なステッチ使いの幾何柄を組み合わせた華やかなコレクション。 クラシカルなエンブロイダリーレースを使用しています。 アンティークな雰囲気を思わせるシックな配色が特徴です。 センターにつけた巻きローズとリボンが可愛いポイントです。 カップサイドのパーツでバストを脇からしっかり寄せてタイトにみせてくれます。 背中部分にはしっかり押さえて、楽なつけごこちのトリスキンを使用。 バストセンターに当たる部分のワイヤーを外側に反らせたNEWエンジェルワイヤーにより、ワイヤーが肌にくいこみにくくなっています。"
"【メール便(7)】【送料無料】 コミューズ/COMUSE オールスルーストッキング","null","下着、靴下、部屋着","399","http://item.shopping.c.yimg.jp/i/g/shirohato_b09su9396","レディースファッション","0529","□素材 ナイロン　ポリウレタン □サイズ M-L(ヒップ85-98 身長150-165) L-LL(ヒップ90-103 身長155-170) □商品仕様 ★日本製 ★なめらかな肌ざわり ★バックネーム付 ★太もも切替なし ★つま先切替なし ★太もも4hPa　ふくらはぎ7hPa　足首10hPa 120920　パンスト　タイツ　japan　プチプラ　日本　まとめ買い　なめらか touch　大人気　定番　売れ筋 1-sa □商品説明 お客様の声を元に高品質、お買い得価格でご提供する白鳩オリジナルブランドコミューズから人気のオールスルーのストッキングが登場です。 つま先には切り替えがないので、サンダルにも最適です。 短いスカートでもパンテイ部の切り替えが気になりません。 バックマーク付きなので着用する際に迷わずはくことができます。 安心の日本製です。"
"20%OFF/74%OFF/ブラジャー セット/下着女性/上下セット/スパークリングレースブラ＆ショーツ （aimerfeel/エメフィール)","null","下着、靴下、部屋着","777","http://item.shopping.c.yimg.jp/i/g/aimerfeel_447401","レディースファッション","0530","★72時間タイムセール★ブラジャーのカップ部分とショーツ前身のレースに散りばめられたスパンコールが、上品な輝きを演出してくれるSWEETなブラジャー＆ショーツ★フロントにはリボンをあしらい可愛らしさアップ♪カップは胸を中央に寄せ上げてくれるデザイン！2本取りのストラップが谷間をキレイにメイクしてくれます♪  ●サイズ 【ブラジャー】 B65、C65、D65、E65 B70、C70、D70、E70 B75、C75、D75、E75 【ショーツ】 ［Ｍ］ヒップ87〜95cm（65＆70アンダー、B75対応） ［Ｌ］ヒップ 92〜100cm（CＤE75対応） ●素材 ナイロン、ポリウレタン、その他 ●仕様 3/4カップ、ワイヤー入、ホック2列3段階調節、脇ボーン入 ●パッド パッド付（取り外し可） ●重さ ブラジャー：約55g（B65サイズ） ショーツ：約30g（Ｍサイズ）  ●備考 ※大変デリケートに仕上がっています。着脱の際はご注意ください。※洗濯の際は必ず手洗いしてください。※後身部分は、透け感のあるデザインになっております。"
"【送料無料】 (コントランテ) ContRante ブラック レーシー 3/4カップブラショーツセット 谷間 赤 ブラ ショーツ　 下着女性 上下セット","null","下着、靴下、部屋着","2430","http://item.shopping.c.yimg.jp/i/g/shirohato_b24sh001","レディースファッション","0531","□素材 ブラジャー、ショーツ：ナイロン　ポリエステル　その他 □サイズ B65、B70、B75M、B75L、C65、C70、C75M、C75L、D65、D70、D75M、D75L、E65、E70、E75M、E75L ショーツ：M(ヒップ87-95)L(ヒップ92-100) □商品仕様 ブラ ・ホックの数：2段3列 ・3/4カップ ・カップの深さ：普通 ・パッド取外し：可能 ・肩紐取外し：不可 ・ミディアムワイヤー：入り ・サイドボーン：あり ショーツ ・伸縮性なし ・クロッチ：付き ・透感：ほぼなし ・股上：Mサイズ約11cm　Lサイズ約12cm(※置き寸法) 141031　下着 インナー ブラショーツ　ブラジャー＆ショーツ　ブラジャーショーツ　ブラセット 帝人フロンティア レース　白鳩 限定 谷間 セクシー かわいい キュート L字ワイヤー ラクちん bra lace sexy fancy rtt1412 rtt1502 ws16_14 1-sa □商品説明 好評につき、春夏にも使いやすいホワイトとモカが新色として仲間入り！！ 女性のセクシーな一面を引き出してくれる、総レース調ブラショーツセット。 上品な光沢のあるサテン生地に、セクシーの定番、ブラックレースを被せたセンシュアルなデザイン。"
"スポーツブラ スポブラ ブラトップ インナー キャミソール タンクトップ バッククロス フィット お部屋ブラ ナイトブラ","null","下着、靴下、部屋着","840","http://item.shopping.c.yimg.jp/i/g/e2pond_me009","レディースファッション","0532","程よい締め付けで着心地ラクチン♪スポーツやお部屋ブラなどにも使えるブラトップ シンプル定番Ｔシャツにインナーちら見せするだけで薄着の季節もお洒落を楽しめちゃう♪ 安心のカップ付きブラトップでブラ紐が見えちゃう心配もナシ！！！  ※プリントの配色、生地の厚みなどは、生産時期により異なる場合が御座います。ご了承ください。  【スポーツブラ スポブラ ブラトップ インナー キャミソール タンクトップ バッククロス フィット お部屋ブラ ナイトブラ ランニング フィットネス ジム ヨガ ズンバ エクササイズ ジャザサイズ ウェア ダイエット スポーツ ノンワイヤー】  *サイズ* Ｍ／Ｌサイズ  *平置実寸（cm）* サイズ/アンダー/総丈（肩から） Ａ・Ｂサイプ Ｍサイズ/２８-３７/３２ Ｌサイズ/３１-３９/３４ Ｃタイプ Ｍサイズ/２９-３８/３４ Ｌサイズ/３２-４１/３５  *素材*  蛍光色 ポリエステル　６０％ レーヨン　３５％ スパン　５％  その他カラー コットン　９５％ スパン　５％"
"下着女性 Tバック ヒップハングショーツ スタンダード 総レースショーツ 下着通販 人気 ショーツ パンツ","null","下着、靴下、部屋着","432","http://item.shopping.c.yimg.jp/i/g/osharemall_420025","レディースファッション","0533","【コメント】 リピート買い続出のカラバリ豊富な総レースショーツにＮＥＷデザインのスタンダードショーツが加わりました♪  【カラー】 ホワイト アイボリー ブラック ベビーピンク ローズ ピーチ フラミンゴ レッド モカ カフェオレ ライトイエロー ミント ダークネイビー パープル ラベンダー  【サイズ】 ヒップ（全タイプ共通） Ｍサイズ/87〜95ｃｍ、Ｌサイズ/92〜100ｃｍ 股上 （ヒップハング）約14cm、（スタンダード）約13cm （Ｔバック）約13cm、（サイドリボン）約14cm ※全てMサイズ採寸 ※寸法に関しましては若干の誤差は予めご了承下さいませ。  【仕様】 （全タイプ共通） 伸縮性あり、透け感のある総レース （スタンダード・Ｔバック） ウエストゴム、前裏打ちあり （サイドリボン） ウエストゴム、サイドリボン※ほどけるタイプ  【素材】 （全タイプ共通） 身生地：ナイロン90％、ポリウレタン10％ クロッチ部分：綿100％ ※スタンダードのみ ポリエステル65％、綿35％ （スタンダード・Ｔバック） 前裏打ち部分：ナイロン88％、ポリウレタン12％ （サイドリボン） リボン：ナイロン100％"
"【送料無料】 モードマリー/Mode Marie 脇肉革命 62408コレクション 3/4カップブラジャー 下着 ブラジャー 補正 補整谷間メイク","null","下着、靴下、部屋着","2430","http://item.shopping.c.yimg.jp/i/g/shirohato_a57r62408","レディースファッション","0534","□素材 ナイロン　ポリウレタン　その他 □サイズ B70、B75、B80、B85、C70、C75、C80、C85、D70、D75、D80、D85、E70、E75、E80、E85 □商品仕様 ・2段3列 ・3/4カップ ・カップの深さ：普通　 ・パッド取外し：可能　（DEカップパッドなし、パッドポケットあり） ・肩紐取外し：　不可 ・ミディアムワイヤー入り ・サイドボーン：　あり ・アンダーきつめ 111018　下着 インナー　モードマリー　マンダイマーレン　エソニー 大人気　売れ筋　台湾　taiwan　脇高　rtt1502 5-sa □商品説明 日本新上陸ブランド　Mode Marie（モードマリー）が白鳩に登場。 徹底的にこだわったフィッティングが自慢です。ぜひ、お試し下さい。  美しいお花のレースを使用した大人の女性へ贈りたいコレクション。 U型のバックデザインを採用したので、着けた時の安定感が抜群です。  脇が高いので、気になるお肉をすっきり補整します。 取外し可能なふわふわのパッドがお胸を自然にボリュームアップします。 ブラ中心の足長リボンが大人の可愛らしさを表現します。  おそろいのシリーズでトータルコーディネイトをおすすめします。"
"アウトレットセール（トリンプ）Triumph ミークローゼット014 ノンワイヤーブラジャー(ABCカップ) ME014 P","null","下着、靴下、部屋着","1080","http://item.shopping.c.yimg.jp/i/g/triumph-amosstyle_j21-524-a","レディースファッション","0535","【カラー】99(色・柄指定不可) ※柄物商品は裁断の関係上、柄の出方が画像と異なる場合があります。 【サイズ】 A70 A75 A80 B70 B75 B80 C70 C75 C80 【ブラ種類】3/4カップ 【ストラップ】付け替え不可 【パッド】あり（取り外し可能） 【ホック】 1段3列:A 2段3列:BC ※サイズにより異なる可能性がございます。ご了承下さいませ。 【素材】ナイロン、ポリエステル、その他 【ブランド】me closet(ミークローゼット) 【製造元】Triumph(トリンプ)  商品番号　J21-524 ME014 P"
"脇肉スッキリ ブラ ブラジャー ショーツセット 美バストメイク リフトアップ 補正 盛り","null","下着、靴下、部屋着","2000","http://item.shopping.c.yimg.jp/i/g/merveile_pb-1248","レディースファッション","0536",""
"79％OFF ブライダルスリーインワン","null","下着、靴下、部屋着","2160","http://item.shopping.c.yimg.jp/i/g/shirohato_422844","レディースファッション","0537","□素材 ポリエステル　ナイロン　その他 □サイズ B65、B70、B75、C65、C70、C75、D65、D70、D75、E65、E70、E75、F65、F70、F75 □商品仕様 ・ホック：10段3列 ・ボーン：合計6本 ・1/2カップ ・カップの深さ：普通 ・パッド取り外し：可能 ・肩紐取り外し：可能 ・ガーターベルト取り外し：可能 ・ストッキング留め具はボストンタイプ 160325　セール ランジェリー 下着 ブラジャー ウエディング 結婚式 ブライダルインナー ビスチェ bridal wedding bustier ブラジャー ロングブラ ロングブラジャー ウエストニッパー 3in1 スリーインワン 7-sa □商品説明 純白レースがウェディングシーンを祝福する、ブライダルスリーインワン。 胸元は、ドレスからカップがのぞきにくいハーフカップに、取り外し可能なパッドつきです。 クビレやからだのラインを美しく演出する、合計6本のボーン入りです。 前身中心には、伸縮性のないチュールの裏地をあてることで、おなか押さえてすっきりとみせてくれます。 ストラップは取り外しでき、肩を出すドレスにも合わせていただけます。 ガーターベルト用のストラップも取り外しできます。"
"脇肉スッキリ！美バストメイク♪リフトアップブラジャー！綺麗な谷間・スッキリ背中をGET！を下着 補正下着 ブラジャー 脇肉 送料無料 脇高 バストアップ","null","下着、靴下、部屋着","735","http://item.shopping.c.yimg.jp/i/g/kskb-shop_t150618-1","レディースファッション","0538","下着 補正下着 ブラジャー 脇肉 送料無料 脇高 バストアップ"
"【トリンプ共同企画】ブラジャー＆ショーツ(セット/送料無料/下着セット/下着女性/下着通販/レディース/激安/安い/グラマー) 下着女性 上下セット","null","下着、靴下、部屋着","2036","http://item.shopping.c.yimg.jp/i/g/shirohato_05c292921","レディースファッション","0539","送料無料　 ケミカルドットチュールブラセット □素材 【ブラ】ナイロン　ポリエステル　その他 【ショーツ】身生地（前）ナイロン100％、身生地（後）ナイロン85％　ポリウレタン15％　裏打　ナイロン100％　フリル部　ナイロン100％、クロッチ部分：ポリエステル65％　綿35％ □サイズ B65M、B70M、B75M、B75L、C65M、C70M、C75M、C75L、D65M、D70M、D75M、D75L、E65M、E70M、E75M、E75L、F65M、F70M、F75M、F75L ショーツサイズ： M(ヒップ87-95)L(ヒップ92-100) □商品仕様 ブラ ・ホックの数：2段3列 ・3/4カップ ・カップの深さ：普通 ・パッド取外し：可能 ・肩紐取外し：可能 ・ミディアムワイヤー入り ・サイドボーン：あり ショーツ ・2WAYに伸縮性あり ・クロッチ：付き ・透感：なし ・股上：約12.5cm(※M置き寸法)約13cm(※L置き寸法) ※入荷時期により商品にタグがついていないものがございます。ご了承下さいませ。 120126　インナー　下着　ブラショーツ　Triumph　白鳩　 3-sa □商品説明 【トリンプと白鳩のコラボ商品！！】 大好評だったキューティハート＆リボン通しブラセットに引き続き待望の第二弾が登場！"
"総レース 横ひも Tバックショーツ TS523","null","下着、靴下、部屋着","432","http://item.shopping.c.yimg.jp/i/g/e-sitagi_szts523","レディースファッション","0540","豪華な総レースの横ひもTバックショーツ。 男子の好きな、サイドをヒモで結ぶタイプです。  不動の人気のサイド紐タイプショーツ。  手結びタイプなので、はきごこちもサイズも調節可能です。  クロッチ部分は綿素材の当て布がついているので安心。 デイリーにも、特別な日にも、女性らしさを感じられるランジェリーです。  素材：ナイロン・ポリウレタン　Mサイズ(目安ヒップ87〜95cm)  レディース/セクシーショーツ/セクシーランジェリー/セクシー下着/sexy Lingerie/エロ/ホワイトデー"
"アウトレットセール（アモスタイル）WEB限定 究極のランジェリー ルームワンピース AMST734 RMOP(F)","null","下着、靴下、部屋着","500","http://item.shopping.c.yimg.jp/i/g/triumph-amosstyle_j10-2765-a","レディースファッション","0541","【カラー】99(色・柄指定不可) 【トップバストサイズ】[M]：79-87cm/[L]：86-94cm  【着丈】[M]：85cm/[L]：87cm  【素材】 本体：綿75％、ポリエステル25％ リボン部：ポリエステル100％  【ブランド】AMO'S STYLE by Triumph(アモスタイル バイ トリンプ)  【製造元】Triumph(トリンプ)  商品番号：AMST734 RMOP(F) J10-2765"
"送料無料 サニタリーショーツ3枚セット 生理用下着 生理用肌着 生理用ショーツ","null","下着、靴下、部屋着","1000","http://item.shopping.c.yimg.jp/i/g/yasuizemart_zk-pksh-0337","レディースファッション","0542","送料無料サニタリーショーツ3枚セット   ・後ろまでしっかり防水布でカバー。 ・正面にポケット付の昼夜兼用サニタリーショーツです。 ・正面のポケットにはカイロや予備のナプキンを入れられます。 ・セット内容はカラー展開の異なる２タイプ、3枚組。洗い替え用にも嬉しい♪。 ・綿95％配合のやさしい肌ざわりと履き心地が気持ちいい♪   ※ウイングタイプは非対応です。  サイズ ◆適応サイズ：フリー（ヒップ８７〜９５cm） ・股上：約26cm ◆ポケットサイズ：上部約13×縦10×下部7cm ※平置き採寸です。若干の誤差が生じる場合がございます。  素材 ■綿95％　ポリウレタン5％  セット内容 タイプ１：ブラック×２、グレー×１ タイプ２：ブラック、グレー、ピンク各１ タイプ３：ブラック×３"
"【2枚セット】ナイトブラ 育乳 夜用ブラ ノンワイヤー ゆめふわブラ2枚セット 累計150000枚 全7色 メール便 送料無料","null","下着、靴下、部屋着","1680","http://item.shopping.c.yimg.jp/i/g/miucorp_iinner-br-02","レディースファッション","0543","脇肉をバストへ！＼累計150000枚!／人気夜用ナイトブラ「ゆめふわブラ」が2枚セット最安値で登場！全7色からえらべます☆  【メール便 送料無料！】 ご注文情報入力時に「メール便」をお選びください。 ご注文確定時には、送料が含まれた金額が表示される場合がございますが のちほど、店舗より改めて修正後の料金をお伝えさせて頂きます。  【代引き決済の場合送料540円】 代引き決済の場合はメール便発送ができないため、 送料540円の宅配便にて発送させていただきます。 ご了承くださいませ。  【Visaデビットをご利用お客様】 Visaデビットの場合、ご注文後の金額変更ができないため、 送料をご負担頂く事になりますことをご了承くださいませ。  ※宅配便をお選び頂いた場合￥5400以下のご注文で「￥540」送料が追加されます。 ご注意ください。"
"ブラジャー 下着 インナー 大きいサイズ ノンワイヤー スポーツブラ お休みブラ ジニエブラ愛用者も是非お試し","null","下着、靴下、部屋着","1000","http://item.shopping.c.yimg.jp/i/g/makeline_6101","レディースファッション","0544","数量限定お試し価格 ジニエブラ愛用者も是非お試し！！  プレゼント用にも最適です。  ●商品名：ノンワイヤー快適ブラ　スポーツブラとしても　お休みブラとしても ●素　　材：ナイロン90%、ポリウレタン10% ●カラー：（全6色）ホワイト、ベージュ、ブラック、ピンク、ブルー、パープル ●サイズ：Ｓ、Ｍ、Ｌ、ＸＬ、ＸＸＬ、ＸＸＸＬ  ●注意事項 ※商品画像は、撮影・パソコン・携帯の環境等により実物と多少色合いが変わってみえることがございます。"
"アウトレットセール（トリンプ）Triumph トリンプ フリーブラ390 ブラジャー(BCDEカップ) TR390 WHP","null","下着、靴下、部屋着","1728","http://item.shopping.c.yimg.jp/i/g/triumph-amosstyle_16-7124-a","レディースファッション","0545","■カラー展開:99(色・柄指定不可) ※柄物商品は裁断の関係上、柄の出方が画像と異なる場合があります。 ■ブラジャーの種類:3/4カップ ■フック＆アイ: 2段3列：BCD(65/70/75)E(65/70) 3段3列：D(80)E(75/80) ■ブラジャーのサイズ展開: B70 B75 B80 C65 C70 C75 C80 D65 D70 D75 D80 E65 E70 E75 E80 ※カラーによりサイズ展開が異なります。 ■パッドの有無:なし(パッドポケットあり) ■ストラップ:付け替え不可。アジャスターあり(調節可能) ■素材:ポリエステル、ナイロン、その他 ■ブランド:Triumph freebra（トリンプ フリーブラ） ■製造元:Triumph(トリンプ) ■原産国:中国"
"35%OFF/響きにくい　ノーラインショーツ 女性下着/超盛 無地 プレーン ショーツ/ノーラインパンツ/パンティ/ レディース （aimerfeel/エメフィール/売れ筋)","null","下着、靴下、部屋着","419","http://item.shopping.c.yimg.jp/i/g/aimerfeel_152481","レディースファッション","0546","★72時間タイムセール★脚ぐり部分はレースなので、ボトムにも響きにくいのがポイント！マットでスムーズな質感で、とっても着心地GOOD！伸縮性のある生地とレースで、ぴったりフィットしてくれます♪  ●サイズ ［Ｍ］ヒップ87〜95cm ［Ｌ］ヒップ92〜100cm ［Ｌフリー］ヒップ97〜105cm ●素材 ナイロン、ポリウレタン  ※この商品のレース部分は透け感のあるデザインになっております。肌の透けが気になる方はご注意ください。※デリケートな商品になっております。お取り扱いの際は商品のタグ表記に従ってください。"
"ジニエ 正規輸入販売元 夏 ノンワイヤー ナイトブラ おやすみブラ スポーツブラ マタニティブラ 「ジニエブラエアー 豪華7枚スペシャルセット」","null","下着、靴下、部屋着","10800","http://item.shopping.c.yimg.jp/i/g/dts_genieair","レディースファッション","0547","送料：900円  ■セット内容：ジニエブラエアー クラシック3色各1枚×2セット+ベイビーブルー1枚(計7枚)  ■ジニエブラ エアー 素材：ナイロン90%、ポリウレタン10% お手入れ方法：長くお使いいただくには、パッドを入れたまま弱い手洗いまたは軽い押し洗いをおすすめします。 洗濯機をご利用の場合は、パッドを入れたままネットに入れて手洗いコースまたは弱水流でお洗濯してください。 生産国：中国  ※商品改良の為、デザインが変更になる場合がございます。  ★レビューを書いていただける方にプレゼント！！ 商品到着後レビューを書いていただけるお客様には、もれなく7枚スペシャルセットでお届けいたします！ 注文画面で「レビューを書いてプレゼント付」の商品をお選びください。  ※30日間交換保証 お届けから30日以内でしたら、着用いただいた後でもサイズ交換が可能です。サイズ交換保証はお一人様一回限りとなっております。 往復送料はお客様のご負担となります。 "
"【送料無料】 【トリンプ共同企画】キューティハート＆リボン通しブラセット","null","下着、靴下、部屋着","2197","http://item.shopping.c.yimg.jp/i/g/shirohato_05s272592","レディースファッション","0548","□関連キーワード インナー 下着 Triumph 白鳩 プチプラ □素材 【ブラ】ナイロン　レーヨン　その他 【ショーツ】ポリエステル90％　ポリウレタン10％ □サイズ B65M、B70M、B75M、B75L、C65M、C70M、C75M、C75L、D65M、D70M、D75M、D75L ショーツ：M(ヒップ87-95) ※アンダー75はショーツがM(ヒップ87-95)・L(ヒップ92-100)お選びいただけます。 □商品仕様 ブラ ★ホックの数：2段3列 ★3/4カップ ★カップの深さ：やや深め ★パッド取外し：可能 ★肩紐取外し：可能 ★ミディアムワイヤー入り ★サイドボーン：あり ショーツ ★横に伸縮性あり ★クロッチ：付き ★透感：なし ★股上：約13.5cm(※Mサイズ置き寸法) ※入荷時期により商品にタグがついていないものがございます。ご了承下さいませ。 101030 1-sa □商品説明 【白鳩とトリンプの初コラボ商品！！】 フェミニンなディティールを集めた無敵の女子力UPランジェリー！ キューティハート＆リボン通しブラセットです★ 信頼のトリンプ商品だから、品質・付け心地とも抜群。 やわらかなパッドと、カップ肌側のコットンが、お胸をやさしく包み込み、ボリュームUPしてくれます。"
"脇肉 ブラジャー 補正下着 送料無料 アゲブラNEO 3/4カップ 盛り 美胸 バストアップ 谷間メイク","null","下着、靴下、部屋着","1000","http://item.shopping.c.yimg.jp/i/g/yasuizemart_zk-mbra-0341-01","レディースファッション","0549","補正下着 送料無料 アゲブラNEO 盛り 美胸に 脇肉をカップに バストアップ 谷間メイク 3/4カップ  小胸・垂れ胸・離れ胸・型崩れ。盛れるブラジャー！  商品仕様 ◆サイズ 70：A65〜70、B65〜70、C65 75：A70〜75、B70〜75、C65〜70、D65 80：A75〜80、B75〜80、C70〜75、D70 85：A80〜85、B80〜85、C75〜80、D75  ◆素材 ナイロン88％、ポリウレタン12％   ◆保証期間 商品到着後30日間にお申し出いただいた初期不良のみ交換対応させていただきます。  ◆お手入れ方法 ・水や汗等で湿った状態で強い摩擦を受けると、他のものに色移りするおそれがあります。 ・洗濯表示をご確認の上、正しくお洗濯ください。 ・洗濯機で洗う場合はネットを使用してください。 ・乾燥機のご使用はお避けください。  ◆注意事項 ・着用後の返品はお受けできません。 ・パッドの取り外しはできません。 ・ディスプレイの環境により、画像の色と異なる場合がございます。予めご了承ください。  製造国：中国   ※不正購入と判断した場合にはご注文を取り消しさせて頂く可能性がございます。 ※この商品はご選択の配送方法によらず当店で適宜決めさせていただきます。予めご了承ください。"
"フォーマルバッグ ブラック  レディース 冠婚葬祭 定番 黒 バッグ 即納品","null","スーツ、フォーマル","1900","http://item.shopping.c.yimg.jp/i/g/romanbag_rm-299","レディースファッション","0550","期間限定全国送料無料ブラックフォーマルバッグ!! 和服もスーツもワンピースにも似合う定番デザイン。  いつかは絶対に必要なんだけど・・。 必要になった時には、高価なお値段で買ってしまうもの・・。  冠婚葬祭に、ご入園・ご入学・ご卒業式・これから里帰りのお盆などに！ 落ち着きがあり、長く使えるデザインのフォーマルバッグ、 和装・洋装どちらのシーンにどんな場所にも、シンプルで大活躍します！ 品質良く激安！ いざという時にこまらないよう、備えておきたい一品ですね! 全6タイプからお選び頂けます  お祝儀入れに袱紗 スリップの持ち歩きに便利なサブバッグも rm-007 を検索してください。  ■カラー：黒 ■サイズ約）： ・シンプル1ハンド：幅23×高さ18×マチ6cm ・シンプル2ハンド：幅23×高さ17×マチ9cm ・花柄レース1ハンド：幅23×高さ17×マチ7cm ・花柄レース2ハンド：幅23×高さ16×マチ9cm ・リボンラインハンド：幅25×高さ19×マチ9cm ・横長リボンライン：幅23×高さ15×マチ8cm ★発送：期間全国送料無料でお届けします！ 　※送料加算される場合は後程返金致します   "
"夏セール★スーツ オケージョン 入学式 卒業式 フリンジ ジャケット ドッキングワンピース E1473送料無料","null","スーツ、フォーマル","1990","http://item.shopping.c.yimg.jp/i/g/kobelettuce_e1473","レディースファッション","0551","お上品ルックに！フェイクレイヤード☆フリンジジャケットドッキングワンピース/スーツ/オケージョン/入学式/卒業式  フリンジジャケットとワンピースがくっついたフェイクレイヤードワンピースが登場。  【素材・サイズ感】 しっかりとしたスーツ風の素材で、 ワンピ部分はウエスト切替えで女性らしいシルエに。 ジャケット部分のフロントはフリンジ仕様でトレンド感もプラス！  【スタイリング】 これ1枚でコーデが完成するので、 ＋アクセで卒業式や入学式、 結婚式にリュクスな装い。 ジャケット部分はコンパクトなのでスタイルUP効果◎  ◆MODEL(左164cm:ブラック×クロMix/右166cm:ベージュMix×オフ着) ※キャンセル/変更不可  【サイズ】 ワンサイズ(M)  【実寸(cm)約】 ●着丈…90 (裏地) 87 ●肩幅…33 (裏地) 33 ●胸囲…88 (裏地) 88 ●ウエスト…76 (裏地) 86 ●ヒップ…98 (裏地) 90 ●裾周り…96 (裏地) 90 ●袖丈…58 (裏地) × ●袖周り…44 (裏地) 44 ●袖口…20 (裏地) × 【素材】 (表地、 裏地) ポリエステル100%  ※【伸縮】なし/【淡色透け】裏地部分なし/【濃色透け】なし /【裏地】あり"
"礼服 スーツ レディース ブラックフォーマル レディース 喪服 ワンピース オールシーズン 礼服 女性 卒業式 ママ 入園式 スーツ","null","スーツ、フォーマル","10800","http://item.shopping.c.yimg.jp/i/g/marygold_m433","レディースファッション","0552","ブラックフォーマル 喪服 お葬式 卒業式 入学式 卒園式 入園式 大きいサイズ 小さいサイズ 法事 法要 お通夜  素材 表ポリエステル100％ 裏ポリエステル100％  JK 7/9/11/13/15/17/19/21号 B　 90/94/98/102/106/110/114/118 W　74/78/82/88/93/93/103/108  着丈　46/47/48/48/49→  肩幅　38/38/39/40/40/40/41/41 袖丈　58/58/59/59/60→   OP  B 88/92/96/100/104/108/112/116 W 68/72/76/82/87/92/97/103 H 100/104/108/114/120/126/131/137 着丈 100/100/101/101/102→  肩幅 37/37/38/38/39/39/40/40 袖丈 24/24/25/25/26→  オールシーズン対応モデルさんの身長168cm9号着用"
