"cloth_name","color_code","small_type","price","image_url","big_type","cloth_code","cloth_describe"
"サマーセール ステファノガンバ スリッポン STEFANO GAMBA 4ET5802 VELLOUR スウェード デッキシューズ 選べるカラー","null","メンズシューズ、紳士靴","1980","http://item.shopping.c.yimg.jp/i/g/axes_sq-4et5802-vel","メンズファッション","1045","フィレンチェ近郊のレザーシューズブランド「Stefano Gamba(ステファノガンバ)」。トレンドに合わせたモダンなデザインと圧倒的なコストパフォーマンスで日本でも高く評価され、ファッション誌でも数多く取り上げられています。中でも定番となっているドライビングシューズはシンプルで綺麗なシルエットとラバーソールの耐久性の良さで人気を集めています。 ・カラー：BLU、DESERT、GRIGIO、ROSSO、TDM、NERO ・サイズ：40(約25〜25.5cm)、 41(約25.5〜26cm)、 42(約26.5〜27cm) - ・重量： ・素材：スウェード/ラバー ・開閉：- ・内部：- ・外部：- ・その他： ・付属品：箱  ＊ 日本流通自主管理協会の正会員企業で安心。店内すべて新品・本物・正規品です。 ＊ 全国どこでも税抜5000円以上で送料無料  (2015 2016 ブランド 通販 春夏 秋冬 セット ギフト セール メンズ レディース 特価 限定 新作 ）"
"ビジネスシューズ キングサイズ対応　防滑ソール ストレートチップ スリッポン モンクストラップ メンズ 革靴 2足セット 4000円(税別)","null","メンズシューズ、紳士靴","2160","http://item.shopping.c.yimg.jp/i/g/mens-sanei_2670-75-set","メンズファッション","1046","■送料について 沖縄・離島への送料につきましては別途1944円を頂戴しておりますので予めご確認の上、ご注文していただけましようよろしくお願い致します。  ■2足購入の際は2足買い物かごにお入れください。  1足購入:3132円 2足購入:4320円  ■素材 アッパー：シンセティックレザー ソール：合成底  ■カラー BLACK / BROWN / D.BROWN   ■サイズ展開 24.5cm 〜 30.0cm  ※普段スニーカー27.5cm、ビジネスシューズ26.5cmを履いているスタッフが26.5cmを履いたところ本商品は少し大きめのサイズ感で26.0ｃｍでした。 個人差が御座いますのであくまでも目安としてお考えください。  ■ご確認ください 当店は他サイト(楽天市場等)とも在庫を共有した販売を行っているため、商品によってはご購入できる状態であっても実在庫と異なることもあるため、商品をご用意できない場合もございますので予めご了承ください。 そのような場合は別途メールにてご連絡いたします。"
"Dr.Martens 1461 3EYE GIBSON SHOES メンズレディースドクター マーチン 3アイレット ギブソンシュー 3ホール BLACK(11838002)/ CHERRY(11838600)","null","メンズシューズ、紳士靴","11880","http://item.shopping.c.yimg.jp/i/g/lowtex_drm-m3gb","メンズファッション","1047","1945年の設立の老舗ブランド発売当初は労働者階級や警官が愛用するワークブーツとしての用途が中心でしたが、スキンヘッズが目をつけ始めた事からミュージシャンの愛用者も増え始め。以後パンクス・モッズ・ロッカーズの定番としてストリートカルチャーと密接に結びつき絶大な支持を受けるなど、ファッションに欠かせない重要なブランドどして不動の地位を築いています。"
"ハワイアナス havaianas トップ ビーチサンダル 4000029 海外 正規品 メンズ レディース　","null","メンズシューズ、紳士靴","800","http://item.shopping.c.yimg.jp/i/g/z-craft_1142-0018","メンズファッション","1048","【 HAVAIANAS 】より、ビーチサンダル「トップ」(TOP 4000029)です。 ■素材：天然ゴム ▼サイズについて▼ このサンダルは足入れが標準的な作りになっています。 基準サイズ及び履き方には個人差がございますので、あくまでも目安とお考え下さい。 ▼ご注意1▼ 「ハワイアナス」はブラジル国内では有名な大衆的日用雑貨メーカーとして知られています。日用品として大量生産されている商品となりますので、個体差はあるものの、若干のシミや黄ばみ、ソールの厚みの左右差、ゴムのねじれなどが見受けられますが、初期不良品ではございません。製品特有の味わいとして、予めご理解頂きました上、お買い求めください。 ▼ご注意2▼ こちらの商品は、海外から長距離輸送を経て国内へ輸入されているため、化粧箱に若干の破損や損傷が散見されますが、商品自体に不良は御座いませんので、その旨ご了承いただいたうえ、お買い求め下さい。  ☆[msd] ☆[wsd]"
"53%off 半額 クロックス メンズ レディース crocs バヤ Baya サンダル 10126 クロッグ スニーカー シューズ 【日本正規代理店品】","null","メンズシューズ、紳士靴","1980","http://item.shopping.c.yimg.jp/i/g/elephant_baya","メンズファッション","1049","【堂々の★第1位獲得アイテム★（メンズシューズカテゴリー）】クロックス(crocs)  バヤ（Baya） になります。  サイドにクロックスのロゴマークを切り抜いた、大胆なデザインを採用 クロスライト素材を使用し、軽い履き心地、快適なクッション性を実現 カラーバリエーションが豊富で家族で色違いに揃えるのもGOOD！ もちろん安心の日本正規代理店品です♪ ブラック　ブルー　ネイビー　チョコレート　グラファイト　グレー　レッド　ラズベリー　ピンク　チャコール　ベージュ  ※こちらのモデルは1センチ刻みのサイズ展開となっています。「クラシック」と比べ、若干履き口〜甲部分が高めなタイプです。 足の実寸のままのサイズをお勧めします。 例えば足の実寸が26cm〜26.5cmの方は26cm（Mens8）をお勧めします。 甲の高い方、足の幅が広い方、ゆったりとお履きになりたい方は、足の実寸より1サイズ上をお勧めします。 例えば足の実寸が26cm〜26.5cmの方は27cm（Mens9）をお勧めします。"
"ボディバッグ メンズ ショルダーバッグ ワンショルダーバッグ ボディバッグ メール便 即納","null","メンズバッグ","1000","http://item.shopping.c.yimg.jp/i/g/rainbunker_mks9078","メンズファッション","1050","★夏のクリアランスセール対象SALE品★ モバイルバッテリー＋スマホを一緒にすっぽり収納 ●定番の形だからこそ、ワンポイントのアクセントを。  縦長な形のボディバッグは、もはや定番中の定番。  PUレザーの切り替えを部分的に入れ、見た目は◎  しかもロープライスだから、気軽に持てる！  メインルームはダブルファスナー開閉式。  メインルームは大きく開くダブルファスナー開閉式。  マチがあるので、幅がある二つ折り財布、スマホも楽々収納OK。   ●用途  普段使い 旅行 トラベル 買い物 ショッピング デート 通勤 通学 行楽 おでかけ 父の日 ギフト クリスマス プレゼント バレンタイン プレゼント 誕生日 プレゼント 新生活   ●お祝いに  誕生日祝い バースデー 入学祝い 卒業祝い 就職祝い  ■カラー：ブラック・カーキ・ベージュ ■サイズ：タテ32cm×ヨコ18cm×マチ8cm ■仕様：【外側】フラップポケット×1、ファスナーポケット×1 ■ショルダーストラップ：最長99cm ■生産：中国 ■素材:ポリエステル、合成皮革"
"アネロ リュックサック anello 限定価格 メンズ レディース 鞄 背面ファスナー付き マザーズバッグ スクエア ママリュック 口金 AT-B0193A SALE AT-B1211と同型","null","メンズバッグ","3770","http://item.shopping.c.yimg.jp/i/g/le-premier_anello-001","メンズファッション","1051","ママリュック　アネロ anello 公式販売 防災リュック ま口 通学 女子 L リュックサック メンズ レディース リュック 背面ファスナー リュック バックパック デイバッグ 口金 AT-B0193A  商品サイズ(約):縦40cm 横27cm マチ17cm  仕様:外:ポケット×3 内:オープンポケット 2  素材:ポリエステル  カラー＆品番:AT-B0193A ブラック ブラウン カモ コーラルピンク エメラルドグリーン カーキ カーキカモ ラベンダー ネイビー レッド サックス トリコロール ホワイト ワイン ショッキングピンク ベージュ  付属品:なし"
"ショルダーバッグ メンズ レディース 鞄 メッセンジャー 帆布","null","メンズバッグ","2700","http://item.shopping.c.yimg.jp/i/g/crosscharm_ehs-67025","メンズファッション","1052","【今だけレビューを書いて送料無料！】※予約販売(7/15頃発送予定)メンズ ショルダー ミニショルダー シンプル 無地 帆布バッグ かばん 鞄 バック 通学 通勤 ベージュ ブラック ブラウン カーキ 黒 緑 茶 斜め掛けバッグ 2way A4 男性用 紳士用 高校生 大学生 学生 大人 カジュアル 人気 ランキング 帆布  おしゃれで収納力抜群！A4も入るメンズショルダーバッグは通勤・通学に最適！ 前面・背面と合わせて4箇所あるポケットや、中の物が取り出し可能な背面の大きいファスナーなど使い勝手も抜群！ 付け位置が自由に変えれるストラップによって、メッセンジャーバッグ・口折れショルダーとアレンジができるお得なデザインです。内部には小物用ポケットが2つ付いており収納にも便利！  【商品名】 COLSTA 2WAY ショルダーバッグ  【詳細】 本体サイズ：タテ 約40cm/ ヨコ 約35cm/ マチ 約8cm ショルダーサイズ：最小 約61cm〜最大 約114.5cm/ 幅 約2.5cm 本体開口：約33.5cm 本体開口(背面)：約30cm 重量：約392g 素材：ウォッシュキャンバス / 白化合皮"
"痛リュック クリア リュック サンキューマート メール便不可//×","null","メンズバッグ","421","http://item.shopping.c.yimg.jp/i/g/thankyou-mart_02-02163","メンズファッション","1053","リュックサック バッグ カバン レディース 女性用 女の子 ■サイズ高さ40.0cm×横幅28.0cm×マチ11.0cm ■素材PVC ■備考メインポケット×1/フロントポケット×1 ※生産時期、入荷時期によりカラーやデザインなどが予告なく変更される場合がございます。※サイズは当店スタッフによる採寸、またはタグ記載サイズのため多少の誤差がある場合がございます。※画面上の色はブラウザやディスプレイの設定等により実物と多少異なる場合がございます。ご注文間違い・サイズやイメージ違いなどお客様都合での返品・交換はお断りしております。"
"ボディバッグ メンズ ボディバック ボディ バッグ ボディバッグ 通学 鞄 アウトドア 斜めがけバッグ メール便 一部予約","null","メンズバッグ","1000","http://item.shopping.c.yimg.jp/i/g/rainbunker_mks9046","メンズファッション","1054","★夏のクリアランスセール対象SALE品★ モバイルバッテリー＋スマホを一緒にすっぽり収納 ボディバッグの登場です。   ●軽量でいて、アウトドアライクな印象を感じさせるデザイン。  メインルームはダブルファスナー使用で、手帳サイズの荷物はタテにすっぽり収納OK。  本体前面のMOLLEシステム風のディテール、裏地のカラーもそれぞれ、インパクトあるカラーになっているなど、  随所にタクティカルなイメージも散りばめられたボディバッグ。   600デニールのポリエステル製で、耐久性も◎   サブルームも大きく開くジップポケット式なので、スマホ・財布など、  すぐ取り出したい荷物の収納に便利です。  ショルダーストラップは左右に付け替えOKで、利き手や好みによって変更できます。   ■カラー：ブラック・グレー・カーキ・カモ ■本体サイズ：縦25cm×横17cm×マチ7.5cm ■仕様：【外側】ファスナーポケット×1【内側】オープンポケット×2 ■重さ：約600ｇ ■ショルダーストラップ：【最長】約113cm ■生産：中国 ■素材:ポリエステル"
"アネロ anello リュック レディース リュックサック がま口 ポリキャンバス 背面ファスナー付き 口金入りリュック 通学","null","メンズバッグ","3880","http://item.shopping.c.yimg.jp/i/g/styleonbag_b0193a","メンズファッション","1055","開け口部はワイヤー入りでぱかっと大きく開きます。  内部収納室はバケッツバッグのように深くてたくさん入ります。  背面側にファスナーで開けれるので、背面からも中の荷物を取り出すことが可能です。 ポリキャンバスで仕上げてますので、かなり軽いです。 いつも荷物が多いママさんにも、  流行りに敏感な学生さんにもおすすめなおしゃれリュックです。  商品番号：B0193A  大きさ＆詳細 横26cm、縦40cm、マチ20cm  全体重量：約650g   ※サイズは当店平置き外寸サイズです。タグの表記とは異なる場合があります。  製品による個体差がある場合がございますので予めご了承下さいませ。  素材：ポリキャンバス"
"ボディバッグ メンズ ボディバック ボディ バッグ ボディバッグ フラップポケット付きボディバッグ メール便","null","メンズバッグ","1000","http://item.shopping.c.yimg.jp/i/g/rainbunker_mks9090","メンズファッション","1056","★夏のクリアランスセール対象SALE品★ モバイルバッテリー＋スマホを一緒にすっぽり収納 ●普段使えるバッグとして、＋1の機能をアップデート  縦長な形のボディバッグの、前面にフラップポケットを配置。  ベルクロ開閉のポケットと、斜めに配置されたファスナーポケットで、  背負いながらでも使い勝手は◎  サブルームを良く使う、小分け収納上手な方にこそ持ってほしいバッグです。  メインルームは大きく開くダブルファスナー開閉式。  マチがあるので、幅がある二つ折り財布、スマホも楽々収納OK。   ●用途  普段使い 旅行 トラベル 買い物 ショッピング デート 通勤 通学 行楽 おでかけ 父の日 ギフト クリスマス プレゼント バレンタイン プレゼント 誕生日 プレゼント 新生活   ●お祝いに  誕生日祝い バースデー 入学祝い 卒業祝い 就職祝い   ■カラー：ブラック・ネイビー・ワイン・カーキ ■サイズ：タテ32cm×ヨコ18cm×マチ8cm ■仕様：【外側】フラップポケット×1、ファスナーポケット×1 ■ショルダーストラップ：最長90cm ■生産：中国 ■素材:ポリエステル"
"ラルフローレン RALPH LAUREN  ビッグポニー キャンバス トートバッグ メンズ  レディース","null","メンズバッグ","8980","http://item.shopping.c.yimg.jp/i/g/z-craft_6123-0004","メンズファッション","1057","【RALPH LAUREN】 アメカジ、アメトラスタイルの代表的ブランド RALPH LAUREN より 「ビッグポニー キャンバス トートバッグ」(405532853 )です。 厚手の キャンバス地 で耐久性があり、長くお使いいただけます。旅行や、通勤・通学はもちろんマザーズバッグとしてもオススメです。 ▼サイズについて▼ 横×高さ 約48cm × 40cm 厚み 約16 cm 持ち手 約52 cm 取り出し口 約43 cm ▼ご注意1▼ 商品のカラー名が、タグの表記と画像とで異なります。弊社の都合上で変えさせて頂いておりますが、間違いではございませんのでご了承下さい。 ▼ご注意2▼ こちらの商品はリペット(ボタン)に錆のようなダメージ加工が施されております。初期不良品ではございません。加工品ならではの風合いとしてご了承の上ご購入くださいますようお願い申し上げます。 ■素材：キャンバスコットン"
"(アネロ) anello ボディバッグ ポリキャンバス地 調整可能 ショルダー ストラップ","null","メンズバッグ","2052","http://item.shopping.c.yimg.jp/i/g/paty_r151216024","メンズファッション","1058","r151216024 [商品説明] ・しっかりと目の詰まったポリキャンバス地のボディバッグ。程よく肉厚で丈夫なキャンバス地で、荷物を入れても型崩れしにくいのが◎ ・カラーデザインも豊富で、無地・カモフラ・配色と３種類の中から選べます。 ・500mlサイズのペットボトルが入る、「ちょっとのおでかけ」に便利なデイリーサイズ。 ・ショルダーストラップは調整出来るので、身体へのフィット感を上げることができるので、安心感も一緒にアップします。 [素材]ポリエステル（ポリキャンバス）  中国    [サイズ] ■[高さ20cm×横40cm×マチ3cm] 高さ20cm/横幅40cm/ショルダーストラップ60-120cm/重さ210g  [カラー]BK/ブラック/CAMO/カモ/NV/ネイビー/KH/カーキ/F/トリコロール/DGR/ダークグリーン/B/クレイジー（7色)"
"パタゴニア PATAGONIA　キャンバス バッグ アーチ トートバッグ メンズ  レディース","null","メンズバッグ","1990","http://item.shopping.c.yimg.jp/i/g/z-craft_60870498","メンズファッション","1059","[単位(CM)] 横 × 高さ   約 45cm × 約 40cm 厚み   約 15cm ストラップ   約 59cm 取り出し口   約 46cm 本体重さ   198 g アウトドアブランド、PATAGONIA(パタゴニア)より「キャンバス バッグ」(CANVAS BAG 59297)です。 パタゴニア独自のオリジナルアートがデザインされたキャンバスバッグ。メインルームは、大容量の広々空間となっており、ウォーターボトルやタオル、ちょっとした着替えなど様々なものが入ります。また、素材には摩耗しにくい丈夫なキャンバス素材を使用している為、ガンガンお使いいただけます！ ■素材：オーガニック コットン"
"リュック viaggio メンズ 大容量 ビアッジョ リュックサック デイパック デーパック りゅっく ruck バックパック バッグ リュ リ","null","メンズバッグ","1498","http://item.shopping.c.yimg.jp/i/g/backyard_viaggio7077","メンズファッション","1060","viaggio(ヴィアッジョ) 多機能 デイパック 機能性抜群のデイパックです。7個のポケットは収納用途に合わせて便利に使えます。一つは底部に横長で折り畳傘を収納するのに便利です♪背面部とショルダーベルトはウレタン入りで、クッションがありますので、疲れにくく肩への負担が少ない構造でショルダーベルトのズレを防ぐベルトが付いています。  ≪全8色≫ ブラック ネイビー カーキ ブルー レッド パープル オレンジ カモフラージュ  素材：ポリエステル  生産国：中国製  サイズ：約w32×h47×d13cm  重量：約500ｇ  注意点 ※商品の色は、携帯やパソコンのモニター環境により、若干異なって見える場合がございます。予めご了承下さい。  VIAGGIO ヴィアッジョ リュック リュックサック デイパック デーパック りゅっく ruck バックパック バッグ BACKPACK メンズ レディース おしゃれ 通学 丈夫 ［* ☆goods  / ☆mbag  *］  ▼レビュー特典（送料無料）、毎日あすつく対応、リピーター割引有 貿易会社の直営ショップだから安い！ミネトンカ公認販売、海外ブランドファッション通販 BACKYARD（バックヤード）"
"ボディバッグ メンズ レディース 人気80000個完売 ボディバック ウエストバッグ ウエストポーチ","null","メンズバッグ","2998","http://item.shopping.c.yimg.jp/i/g/arcade_acbg1120","メンズファッション","1061","激売れ80000個完売！Yahoo!ショッピングランキング メンズ総合(1750725アイテム中)１位獲得 バッグ部門でも100週以上１位獲得の大人気商品  1409AMECASI  PUレザータイプは艶やかで柔らかな アンティークな大人っぽいPUレザーに メタルシルバーZIPがはえるクールアイテム  キャンバスタイプは落ち着きあるキャンバス地に 要所にPUレザーの切り替えが用いられ 上品なカジュアルスタイルを実現   ショルダーベルトの長さ調節で ヒップバッグ、斜め掛けボディーバッグと使える2wayデザイン  小物収納に便利なファスナーポケットが多数あり 使い勝手も抜群  サイズ 横/約31cm 縦/約20cm マチ/約8cm  素材 PUレザータイプ 合成皮革  キャンバスタイプ キャンバス地、合成皮革   カラー ※PUレザー ブラック ブラウン　ホワイト　キャメル ワインレッド　グレー　パ−プル ネイビー  ※PUレザーメッシュ ブラック×ブラックメッシュ、ブラック×黒白メッシュ ブラウン×ブラウンメッシュ、キャメル×ブラウンメッシュ  ※キャンバス キャンバスブラック、キャンバスネイビー キャンバスカーキ、キャンバスアイボリー、カモフラージュ"
"ボディバッグ メンズ レディース ボディバッグ anello アネロ 一部予約 即納","null","メンズバッグ","1900","http://item.shopping.c.yimg.jp/i/g/rainbunker_aneb0192","メンズファッション","1062","モバイルバッテリー＋スマホを一緒にすっぽり収納  ●小ぶりながら機能性抜群 外側にはすぐに取り出したい小物の収納に便利なオープンポケットとファスナーポケットを配置。 ダブルファスナー仕様のメインルームにはスマホや鍵などを入れるのにピッタリな便利なオープンポケットを2ヶ所配置。  ●シンプルなデザイン＆カラバリ豊富な13色展開 バナナ型で身体にフィットしやすい斜め掛け！ ゴールド仕様のファスナーやブラックのブランドワッペンもポイント★  ■カラー：ディープオレンジ・ピンク・ディープグリーン・ブラック・ネイビー・トリコロール・カモ・カモカーキ・ベージュ×イエロー×ブルー・カーキ・ホワイト×ネイビー・ライトグレー×ブラック・ホワイト×カーキ ■サイズ：縦18cm×横35cm※マチなし ■仕様：【外側】ファスナーポケット×1、オープンポケット×1【内側】オープンポケット×2 ■ショルダー：【幅】約3cm【最短】約56cm【最長】約110cm ■重さ：約170g ■生産：中国 ■素材:ポリエステルキャンバス"
"NIXON 2189-1717 GRANDVIEW BACKPACK バックパック リュック 迷彩 新品 正規品","null","メンズバッグ","1497","http://item.shopping.c.yimg.jp/i/g/furisuta_e-10-19-st006","メンズファッション","1063","・メーカー：NIXON  ・カラー：KHAKI CAMO/RED PEPPER  ・サイズ：容量：約25L  ・実寸サイズ 縦×横×マチ：約46×35×13cm ※多少の誤差はお許し下さい。  ・素材：ポリエステル 100%  ・アイテム説明：メインポケットは大きく、雑誌、書類等がらくらく収納することが可能な25L容量。外側にもジップポケットがついており、小物類を機能的に収納が可能。  ※こちらの商品は未使用品ですが倉庫での長期保管在庫となりますので低価格にて販売しております。状態などに特に使用に問題がある様な不備は無く間違いなく正規品ですのでご安心してご購入をご検討くださいませ。"
"リュック 通学 スクエアリュック ALPHA 大容量 メンズ 22L 簡易防水 通勤 A4収納 ビジネスリュック サンワダイレクト(即納)","null","メンズバッグ","5980","http://item.shopping.c.yimg.jp/i/g/sanwadirect_200-bagbp004","メンズファッション","1064","オンでもオフでも使えるリュック 200-BAGBP004BK 200-BAGBP004W 200-BAGBP004TR 200-BAGBP004CM 200-BAGBP004NV 200-BAGBP004KA  関連キーワード： 敬老0919 4969887743676 4969887742952 4969887742006 4969887744062 4969887744079 32 4944 15インチ 20L 2WAY 30代 3色 40代 A4サイズ収納 alpha industries iPad MA-1で有名 PCバッグ pcリュック アウトドア アルファ アルファーインダストリーズ アルファインダストリーズ インダストリーズ おしゃれ カジュアル かぶせ式 ギフト スクール スポーツ でかリュック ノートパソコン パソコン パソコンバッグ バック バックパック ビジネス ビジネスカバン ビジネスバッグ ブランド プレゼント フレッシュマン ボックス ホワイトデー ママリュック ミリタリーブランド メッセンジャー メンズ メンズリュックサック ユーティリティリュック ランキング リクルート リュックサック レディース 学生 高校生 黒 四角 四角い 自転車 社会人 収納 就活 就職祝い 修学旅行 出張 女性 新人 人気 卒業祝い 大学生 大人 男子 男性 通勤 入学祝い 背面ファスナー 彼氏 彼女 父の日 部活 防水 防水リュック 迷彩"
"マンハッタンポーテージ Manhattan Portage ショルダーパッド メンズ レディース MP1001","null","メンズバッグ","2376","http://item.shopping.c.yimg.jp/i/g/galleria-onlineshop_mp1001","メンズファッション","1065","マンハッタンポーテージ Manhattan Portage ショルダーパッド メンズ レディース MP1001  ◇素材：コーデュラナイロン◇サイズ：W85×H295×D10（mm）◇重量：約 100グラム◇生産国：台湾  刺激的で荒削りな景観のNYCのストリートから誕生し、30年経った今、アーバンカルチャーのシンボルとなり日常生活に欠かせない存在となりつつある『Manhattan Portage/マンハッタンポーテージ』からショルダーパッドが登場。ショルダーバッグやメッセンジャーバッグなどのストラップにつけることで、肩への負担を軽減し、重い荷物の持ち運びも容易に行えます。裏面には滑り止めが付いているので、肩へのフィット感もよく、背負った際にも滑り落ちないのが魅力です。"
"ラルフローレン リュック POLO RALPH LAUREN 950224 ネイビー","null","メンズバッグ","5980","http://item.shopping.c.yimg.jp/i/g/axes_rl-950224","メンズファッション","1066","ポロラルフローレン バッグ POLO RALPH LAUREN 950224 CLASSIC PONY BACKPACK LARGE リュックサック バックパック NEWPORT NAVY/RED PP  POLO RALPH LAUREN (ポロ ラルフローレン)より、リュックサックが入荷しました☆フロントにあしらわれたビッグポニーの刺繍がアクセントになっています。任意の場所で開閉できるダブルファスナーは大きくも小さくも開けて便利。 外ポケットはマチ付きで3つ、背面には衝撃吸収のクッションが入っており、使い勝手にこだわった丁寧なつくりです。スタンダードなデザインは男女世代を問わずご愛用いただけます。 ・カラー：NEWPORT NAVY/RED PP ・サイズ：【A4対応】約横27cm×縦42cm×幅16cm ショルダーの長さ：約78cm、持ち手長さ：約19.5cm ・重量：約300g ・素材：ナイロン ・開閉：ダブルファスナー ・内部：- ・外部：ファスナーポケットｘ3 ・その他： ・付属品：-  ＊ 日本流通自主管理協会の正会員企業で安心。店内すべて新品・本物・正規品です。 ＊ 全国どこでも税抜5000円以上で送料無料 (bd11)"
"牛革 レザー  トート バッグ メンズ トートバッグ ビジネス カジュアル 革 カウレザー 床革","null","メンズバッグ","9720","http://item.shopping.c.yimg.jp/i/g/spu_spu13329","メンズファッション","1067","【yahoo!ショッピング バッグランキング１位獲得!!】  様々な素材のバッグがある中で、一際オシャレに輝いて見える素材といえば革素材。  その独特な光沢や肌触りは、使い込めば使い込むほど自分だけの素材として馴染んでいき、愛おしく思えるほど美しい色に経年変化していきます。  そこでスプートニクスバイヤーは、その確かな素材を用いて、 大人のキレイめスタイルに欠かせないトートバッグの企画を開始。  ミーティングルームで驚きの声があがるほど肉厚なレザーと高級感を感じさせる重量、そして使い勝手が揃った理想通りのトートバッグが限定数量で完成致しました。   ●素材_牛革  ●SIZE:高さ/幅/マチ/取っ手/重さ サイズフリー:34/40/14/53/1072g"
"JANSPORT SUPERBREAK ジャンスポーツ リュック スーパーブレイク T501 リュックサック バックパック 大容量 通学2~3日以内に発送予定（店舗休業日を除く）","null","メンズバッグ","3280","http://item.shopping.c.yimg.jp/i/g/you-fashion_1000094","メンズファッション","1068","ブランド紹介 設立から40年以上経った今でもアウトドア・バッグの代名詞として世界中の多くの人に親しまれています。米国カリフォルニア州サンレアンドロを本拠地としてアウトドア愛好者や旅行者のニーズに応える製品の企画開発を続ける歴史あるブランドです  ジャンスポーツの定番中の定番のSUPERBREAK (スーパーブレイク)は600デニールポリエステルを使用しているのでとても軽く、コンパートメント内側にはポケットとペン入れが装備され、開閉が大きいので出し入れに便利です。またウレタン素材が背面に入っているのでノートパソコンやタブレット等も収納できます。 サイズ：42 x 33 x 21 cm  素材：600 Denier Polyester  容量 ：25L  カラー：全14色  ★サイズ表の数値は個体差、素材の伸縮性が有ります為、実際の商品とでは多少の誤差が生じる場合があります。 ★商品画像はできる限り現物を再現するよう心掛けておりますが、個々にご使用頂いているいているPC環境により、若干差異が生じる場合がございます。"
"マンハッタンポーテージ Manhattan Portage Washington SQ Backpack ワシントンSQ バックパック リュックサック MP1220","null","メンズバッグ","14880","http://item.shopping.c.yimg.jp/i/g/afrojack_mp1220","メンズファッション","1069","大変お待たせしました。ブラック再入荷しました。  ランキング1位入賞しましたありがとうございます。  タウンユースに最適なサイズの多機能バックパック。メインコンパートメントへの入口は折り返しが付いており、雨風等の侵入を防ぎ、セキュリティーにも優れる。 　 ・サイドポケット付き ・大きなフロントポケット ・バックル、ベルクロによる開閉 ・ロールトップタイプ間口 ・背面、ショルダーは通気性に優れたメッシュ地 ・ショルダーにD管を装備 ・胸部分で固定できるハーネス付き ・背負いのリュックタイプ  サイズ　幅29cm　高さ42cm　奥行16cm "
"リュック リュックサック 通学 ヤンキース レディース デイパック おしゃれ メンズ バックパック ネコポス不可","null","メンズバッグ","3900","http://item.shopping.c.yimg.jp/i/g/royalpacific8_yk-daypack03","メンズファッション","1070","コーディネートのおしゃれを高めるカギはリュックにあり。ヤンキースリュックをプラスして、今っぽい着こなしにチャレンジ！   【 製品仕様 】  素材 表地 　スウェット：綿65%・ポリエステル35% 　A12、B12、C12、D12、A-6、B-6、C7、D7、E7、F7：ポリエステル100% 　A1、B1、C1、D1、E1、A7、B7：綿100% 裏地 　共通：ポリエステル100% サイズ(約) 高さ：45cm/横幅：32cm /マチ：18cm ※【A-7からE-7】【A-6、B-6】 高さ：45cm/横幅：29cm /マチ：13cm ポケット 内側:豊富に使えるファスナー付き外ポケット　大きめオープン内ポケット 生産国 中国 "
"クラッチバッグ メンズ 小さめ PU レザー  メンズバッグ 黒 セカンドバッグ ビジネス 結婚式 ブラック","null","メンズバッグ","2480","http://item.shopping.c.yimg.jp/i/g/mura_clutchbag-1","メンズファッション","1071","商品名  クラッチバッグ メンズ 小さめ PUレザー 送料無料 コンパクト クラッチバッグ クラッチ バッグ メンズバッグ クラッチ 2way バッグ 大きめ A4 セカンドバッグ レザー 収納 ビジネス 結婚式 レディース ブラック クラッチバック  サイズ ： 横幅　約27ｃｍ 高さ　約18ｃｍ 幅（マチ）4ｃｍ  本体重量：222ｇ  開閉： ファスナー、マグネットボタン 素材： PUレザー ポケット 本体収納                 内ポケット収納２カ所                後ろ：ジップポケット1カ所  商品説明文  コンパクトなので、バックインバッグで使用可能です。 非常にシックでビジネスからカジュアルまで幅広くご使用いただけます。今年流行りのクラッチバッグ、ドレスなオシャレにコーディネイトへの必須アイテムです。フォーマルからカジュアルまで相性は抜群！普段使いからパーティ、デートにまで幅広く役立ちます。コンパクトなつくりなので持ち運びに便利です"
"（期間限定セール価格／送料無料）anello アネロ MINI 口金入り ミニリュックサック ハンドル付き マザーズリュック anelloリュック 軽量 通学 AT-B0197B","null","メンズバッグ","3695","http://item.shopping.c.yimg.jp/i/g/bearsstore_at-b0197a","メンズファッション","1072","【期間限定SALE★19％OFF】【送料無料】【サイドポケット付】 【正規品】【Sサイズ】【背面ファスナー付き】  [生産]中国  [素材]ポリエステルキャンバス  [サイズ/cm] 高さ32 ヨコ幅23 マチ14 肩ひも幅4 ショルダー長さ44〜88 ※数値に多少の異差が出ます事をご理解下さい。  ［外側］ ハンドル付き ジッパーポケット×1 ・背面ファスナー オープンサイドポケット×2  ［メインルーム］ 内部オープンポケット×2  ［機能］ メインルーム：ジッパー＆口金入り開閉 ショルダーベルト数値内調節可能  【備考】※画像はサンプルを撮影した物です。若干の異差の有る事をご了解下さい  【製品について】 カモフラ2柄のみ少し堅い素材感となっております。"
